race100m,longjump,shotput,highjump,race400m,race110mhurdles,discus,polevault,javelinthrow,race1500m
10.99,7.38,13.61,1.87,50.12,14.63,41.72,4.61,50.93,296.99
10.82,7.06,13.21,1.82,47.35,15.64,40.99,4.42,50.04,269.39
11.05,7.36,13.87,1.92,52.12,15.7,38.38,4.9,60.04,294.61
11.13,6.91,14.33,1.98,49.96,14.96,42.52,4.5,50,287.6
11.15,6.83,11.97,2.01,47.98,15.74,42.37,4.3,55.8,270.58
10.99,7.29,11.9,2,48.98,14.7,40.61,4.66,44.88,289.93
11.68,7.66,13.52,2.1,50.23,15.05,44.7,4.2,51.09,303.21
11.22,7.12,14.15,1.93,49.53,14.96,42.77,4.2,55.44,288.86
11.26,7.39,14.59,1.88,50.93,15.05,39.14,4.8,53.8,299.55
11.51,6.79,14.12,2.03,52.47,15.2,43.24,4.7,57.61,288.92
10.75,7.24,14.26,1.82,49.33,14.85,38.22,4.2,59.43,300.77
11.47,7.38,14.15,1.99,52.29,16.24,44.6,4.8,58.1,303.03
11.09,6.56,13.86,1.87,49.3,14.59,40.52,4.2,56.35,272.34
11.47,7.06,14.04,2.02,51.76,14.97,43.89,4.4,57.96,302.07
10.88,7.18,12.15,1.85,51.57,15.68,39.11,4.8,62.99,287.08
11.09,6.87,14.75,1.84,50.04,15.01,41.6,4.4,59.63,297.31
11.52,7.04,14.73,1.9,50.66,14.91,41.59,4.5,50.94,279.39
11.92,7.03,14.9,1.97,51.83,15.76,39.88,4.7,57.38,272.88
11.22,7.1,14.31,1.97,51.29,15.53,41.01,4.6,48.16,278.84
10.92,7.12,12.86,1.97,49.82,15.05,38.27,4.3,49.96,277.48
10.96,6.98,12.89,1.9,49.96,16.01,43.25,4.4,59.04,285.13
10.94,7.19,13.34,1.9,50.58,16.26,38.14,4.9,54.18,285.22
11.56,7.09,14.1,1.93,51.24,15.62,45.42,4.6,55.64,291.09
11.04,6.94,12.47,1.9,50.65,15.3,46.55,4.6,55.55,298.82
11.11,6.83,13.17,1.97,50.26,14.79,38.34,4.25,53.25,272.79
11.02,6.64,14.16,1.97,50.87,14.67,48.62,4.1,51.85,301.19
11.35,7.26,10.58,1.97,50.08,14.91,37.06,4.6,50.54,261.89
11.03,7.27,12.24,1.96,48.36,15.26,33.1,4.1,52.61,263.19
11.21,6.9,12.86,1.88,50.17,14.86,38.19,4.5,65.08,297.02
11.15,6.77,13.91,1.83,51.47,14.56,43.11,4.4,54.5,279.68
11.17,7.14,13.5,1.86,50.38,14.79,38.35,4.4,49.93,271.28
11.66,6.7,13.95,1.94,51.43,14.99,42.53,4.65,50.83,269.97
11.28,7.14,14.1,1.87,51.58,15.79,42.17,4.71,55.31,287.11
11.28,6.98,13.55,1.96,49.95,15.76,39.03,4.2,51.7,259.29
10.95,7.11,13.94,1.91,50.6,15.32,42.44,4.4,50.75,293.65
10.65,7.5,11.55,1.95,49.39,15.98,36.14,4.6,49.8,287.69
11.41,6.75,14.96,1.95,53.06,15.17,42.28,4.6,64.38,311.51
11.54,6.99,13.49,1.98,52.66,15.1,42.29,4.6,56.03,288.88
11.08,7.25,13.28,1.75,51.54,14.85,43.58,4,64.42,290.7
11.3,7.29,12.1,2.03,52.8,15.01,38.75,4.9,57.04,310.4
10.93,7.33,12.85,2.03,50.28,14.96,35.55,4.4,48.34,295.86
10.98,6.94,13.36,1.9,48.8,15.51,40.53,4,50.79,269.9
11.33,7.1,14.38,2.05,51.54,15.67,42.46,4.1,51.41,285.17
11.54,6.83,12.74,1.89,50.16,15.22,39.8,4.8,50.73,269.72
11.06,7,13.51,1.98,50.2,15.17,39.93,4.2,52.12,289.47
11.22,6.98,13.97,1.91,51,15.71,39.27,4.4,60.41,288.87
11.35,7.12,12.63,1.9,49.41,14.94,33.5,4.7,52.97,279.79
11.03,6.83,11.17,2.16,49.21,14.04,34.26,4,54.24,298.26
10.93,6.83,14.12,1.92,49.73,15.36,38.24,4.2,51.54,280.1
11.25,7.09,11.96,2.14,48.84,15.73,33.24,4.51,45.92,275.71
10.79,6.89,12.14,1.96,50.02,14.68,39.03,4.8,49.27,313.55
11.16,6.91,13.46,1.94,49.91,15.26,41.63,4.7,55.9,321.07
11.3,7.43,12.11,1.98,48.17,15.05,40.73,4.4,39.52,288.01
11.29,7.01,12.24,1.84,50.65,15.37,42.42,4.8,54.09,287.5
11.23,7.06,13.25,2,50.67,15.18,39.01,4.1,50.4,275.33
11.6,7.53,12.38,2.14,51.89,15.95,38.68,4.3,53.06,285.51
11,7.15,13.55,1.86,51.1,14.86,39.54,4.2,56.58,296.75
11.04,6.94,13.85,1.88,49.2,15.27,42.86,3.96,47.18,277.42
11.42,6.99,12.31,2.01,52.24,15.4,39.98,5.24,48.08,299.26
11.05,7.14,13.45,1.93,49.39,14.7,40,4.43,47.16,311.78
11.44,6.34,14.35,1.91,51.07,15.34,45.44,4.6,50.4,282.79
11.35,6.86,12.94,1.97,51.97,15.47,39.83,4.6,57.06,288.91
11.15,6.88,12.93,1.85,49.19,15.05,38.8,4.2,50.06,269.02
11.29,6.67,12.73,1.95,50.91,14.87,41.14,4.24,52.32,274.47
11.34,7.15,13.38,1.92,49.61,15.34,38.67,4.15,50.5,277.19
11.39,6.65,11.43,2.02,50.48,15.34,35.8,4.8,57.13,283.56
11.31,6.92,13.72,1.86,51.79,14.64,40.52,4.4,54.23,289.3
10.92,6.86,13.18,1.82,50.1,15.47,38.24,4.4,56.68,284.6
11.44,6.94,13.53,1.91,51.34,15.38,40.83,4.6,52.21,286.48
11.38,6.74,13.15,2.05,49.99,14.99,38.96,4.3,40.17,267.24
11.59,7.06,13.11,1.97,52.04,15.33,38.22,4.3,55.66,272.77
11.13,7.13,13.86,1.93,53.77,14.57,40.26,4.4,63.5,331.33
11.38,7.06,12.85,1.96,50.07,15.18,38.14,4.8,41.63,283.96
11.28,7.19,12.03,1.92,50.91,14.74,34.19,4.4,50.11,269.7
11.3,6.76,12.94,1.94,50.46,15.9,39.44,4.4,54.23,272.65
11.52,7.17,13.21,1.93,51.9,15.4,44.7,4.7,50.05,303.47
11.23,6.75,12.7,1.98,49.66,14.97,39.77,4.4,44.6,280.22
10.9,6.46,11.69,2.04,49.21,14.84,34.13,4.4,52.33,286.44
11.43,7.11,12.68,1.95,50.47,15.19,36.38,4.4,53.45,282.81
11.04,7.06,13.12,2.01,52.17,14.81,31.01,4.7,54.79,305.53
11.32,7.15,11.73,2.05,49.32,14.79,35.51,4.1,43.27,271.16
11.58,6.71,14.06,1.97,53.14,15.26,43.52,4.5,48.84,278.05
11.17,7.3,12.36,1.98,52.15,14.7,38.09,4.6,49.47,307.14
11.53,6.79,14.49,1.94,54.01,15.03,45.36,4.4,52.83,292.65
10.94,7.29,11.83,2.03,51.07,14.68,37.45,3.6,54.87,290.19
11.33,6.89,12.01,1.95,49.68,15.17,34.61,4.4,51.6,271.2
11.23,7.23,12.15,1.81,49.01,15.38,40.66,4.1,53.17,280.04
10.95,6.75,13.02,1.95,50.53,16.44,35.51,4.5,56.94,279.85
11.31,6.72,12.05,2.01,51.01,15.29,36.09,4.6,47.28,268.11
11.27,7.12,12.55,2.01,51.98,14.69,37.19,4.7,48.85,307.51
11.63,6.9,12.83,2.1,52.17,15.81,39.95,4.1,57.37,280.23
11.49,6.67,14.76,1.83,52.16,17.12,45.24,4.5,54.74,264.14
11.8,7.11,13.7,1.93,52.54,15.44,38.44,4.6,57.93,290.96
11.01,6.85,12.59,1.99,50.99,15.51,37.73,4.4,54.94,297.31
11.26,6.8,11.65,1.91,49.79,15.13,33.92,4.6,52.96,274.63
11.47,6.82,12.83,1.88,50.3,15.03,35.7,4.4,55.25,275.46
10.84,6.71,13.66,2.03,48.93,15.34,43.24,4,45.52,313.31
11.31,7.46,12.61,2.04,53.43,15.88,43.98,4.7,51.82,325.51
11.83,6.84,13.47,2.06,52.39,15.78,40.37,4.4,51.45,274.55
11.52,7.03,14.03,1.88,51.76,15.29,40.57,4.2,57.75,291.22
11.1,7.05,11.96,1.89,50.48,15.37,33.36,4.4,52.6,271.36
11.02,6.32,14.6,1.87,51.08,14.92,39.14,4.3,52.97,289.23
11.3,6.62,12.68,1.92,51.7,14.91,35.4,4.85,54.02,291.91
11.13,6.86,11.63,1.9,49.62,15.14,37.78,4.4,52.57,287.23
10.91,7.04,13.55,2.01,52.55,14.79,41.75,4.3,52.77,337.84
10.86,7.52,13.34,1.77,48.82,15.32,35.81,4,51.13,295.98
11.18,6.7,13.05,1.98,52.84,14.49,39.37,4,53.89,284.54
11.59,6.9,13.69,1.9,52.55,15.46,39.12,4.85,54.97,299.44
11.59,6.42,14.07,2.02,52.49,15.61,38.56,4.41,52.34,271.13
11.4,6.55,13.09,1.85,50.63,15.16,37.09,4.5,52.45,270.29
11.72,6.88,13.97,1.9,51.56,15.16,37.37,4.55,55.23,290.4
11.31,6.49,12.7,1.85,50.57,16.36,40.06,4.62,65.45,295.16
11.66,7.01,14.64,1.95,52.31,15.44,42.77,4.2,49.68,291.2
11.5,6.84,12.21,1.83,49.3,15.09,40.26,4.2,53.18,279.61
11.44,6.87,11.61,2,49.44,15.02,31.98,4.6,40.18,263.47
11.56,6.98,13.02,1.96,50.95,14.97,38.25,4.4,48.4,290.76
11.11,6.6,12.43,1.9,50.04,15.39,37.49,4.5,43.63,267.99
10.89,6.94,12.62,1.94,51.74,14.81,42.91,4,49.45,304.39
11.48,6.41,13.61,1.95,51.82,15.64,42.19,4.5,51.62,283.76
11.28,6.54,13.37,1.94,51.9,15.37,39.09,4.55,53.7,293.59
11.1,6.23,11.98,2.03,49.65,14.68,36.66,4.6,46.58,295.79
11.24,6.89,12.5,1.85,49.01,15.11,37.61,4,46.71,266.7
11.42,6.93,12.72,1.92,52.21,15.38,38.68,4.5,45.88,270.73
11.4,6.47,12.94,2.09,52.46,15.06,39.1,4,54.02,283.5
11.08,7.05,13.16,1.89,49.85,15.27,28.29,4.3,60.32,298.91
11.53,6.92,13.98,2,51.72,15.19,38.8,4.2,47.58,288.51
11.47,6.66,13.14,1.82,52.28,15.38,35.86,4.5,58.26,270.06
11.01,7.24,10.85,2.07,49.35,15.64,31.13,4.1,49.16,282.91
10.85,6.99,12.2,1.79,48.33,15.51,37.93,4.1,44.96,274.49
11.58,6.74,14.87,1.95,53.24,15.93,44,4.4,53.42,299.34
11.37,7.04,13.33,1.96,52.18,16.47,40.24,4.3,52.1,280.99
10.82,7.29,12.16,1.92,50.8,15.21,36.16,4.39,47.16,306.25
10.91,7.24,11.4,1.88,50.66,15.49,38.74,4,52.12,284.83
11.14,6.98,12.37,1.88,50.88,15.16,37.71,4.4,49.51,291.68
11.64,7.08,11.61,2,51.63,15.48,37.06,4.4,46.38,267.71
11.42,6.81,12.22,1.98,49.57,15.23,33.93,4.2,45.43,266.62
11.46,6.63,10.46,2.07,50.19,15.46,34.22,4.85,46.07,278.95
11.67,6.56,12.01,1.89,52.23,15.52,37.04,4.8,58.51,278.83
11.08,6.78,14.29,1.81,50.15,17.98,42.85,4.9,51.01,297.8
11.43,6.51,13.05,2,53.8,15.17,38.63,4.5,53.58,286.05
11.11,7,14.23,1.94,52.64,14.83,40.28,4.5,52.21,343.28
10.89,7.39,12.78,1.9,50.48,15.15,36.49,4,43.56,292.96
11.74,6.53,13.53,1.98,51.66,15.44,41.27,4.2,55.96,289.56
11.15,6.99,12.26,1.9,49.35,14.93,31.85,4.6,52.58,312.76
11.55,6.73,13.38,2,50.71,14.92,40.01,4,49.15,293.71
10.94,6.42,11.81,1.8,49.03,15.14,29.53,5.15,46.9,283.99
11.57,6.3,13.44,1.81,49.98,16.37,42.26,4.3,61.66,281.2
11.17,6.56,12.18,1.69,48.02,14.86,37.6,4.1,52.85,273.29
11.75,6.94,14.96,1.9,54.02,15.82,47.98,4.3,55.93,315.92
11.55,6.95,14.14,1.82,51.4,15.46,42.24,3.9,53.33,283.71
11.33,7,12.94,1.82,51.81,15.52,41.16,4.1,56.34,290.2
11.46,6.64,14,2.01,53.73,15.76,41.31,3.95,54.47,281.4
11.45,6.42,13.49,1.95,51.69,15.12,40.5,4.6,52.17,309.28
11.35,6.72,12.17,1.89,49.48,15.44,38.13,4.43,45.09,278.6
11.53,6.72,11.9,1.95,51.07,15.26,33.56,4.5,46.9,264.11
11.74,6.6,12.21,2.01,51.85,16.17,38.37,4.2,62.39,281.16
11.3,6.4,11.96,1.92,49.47,16.21,33.45,4.5,48.32,255.51
11.17,7.01,13.09,2.05,50.99,15.7,33.73,3.95,45.14,277.81
10.94,6.73,11.13,1.7,50.08,15.11,37.02,4.3,62.89,294.63
11.36,6.93,13.32,1.83,50.83,14.91,43.14,4,40.35,277.74
11.47,6.74,13.9,1.88,51.22,14.3,32.93,4.3,48.96,289.61
11.38,6.82,11.47,2,50.06,15.4,38.14,3.8,55.75,287.52
11.22,7.09,13.32,1.99,53.72,15.89,42.89,4.2,50.05,306.02
11.51,7.21,12.3,1.91,52.47,15.4,34.4,4.6,47.87,282.06
11.46,6.37,11.83,1.88,50.27,15.24,36.85,4.55,57.32,291.02
11.2,6.6,11.71,1.89,49.88,16.01,35.62,4.6,49.88,278.03
11.31,7.35,11.73,1.88,50.71,16.18,36.2,3.9,55.41,275.44
11.3,6.79,12.2,1.76,51.05,15.12,41.62,4.26,57.43,299.41
11.85,6.71,13.4,1.91,52.61,15.34,40.12,4.2,60.76,295.91
11.2,6.52,10.88,1.74,49.5,15.52,37.97,4.25,55.07,263.94
11.13,6.55,12.7,1.94,50.49,15.03,37.6,4,45.06,277.7
11.39,6.88,13.43,1.82,51.38,15.84,39.41,4.5,52.38,296.44
11.31,6.46,10.76,1.77,50.28,15.14,38.83,4.55,47.84,262.49
11.91,7,13.34,1.93,52.74,15.41,40.54,4.1,53.59,285.02
11.22,7.02,12.65,1.95,51.22,15.4,32.78,4.1,50.78,283.54
11.08,7.08,11.43,1.92,50.59,14.91,39.76,4.05,46.79,300.4
11.64,6.53,13.91,1.92,50.44,15.77,43.27,4.4,50.13,306.05
11.08,6.91,12.51,1.8,50.25,15,38.55,4,46.76,282.06
11.16,6.93,13.78,1.98,53.44,14.89,40.6,4,42.8,296.04
11.41,6.91,12.81,1.86,50.95,15.35,36.9,4.1,50.51,279.17
11.2,7.04,12.93,1.89,53.31,15.77,43.58,4,56.47,305.42
11.4,6.81,12.5,1.87,50.63,15.98,40.42,4.04,53.77,282.51
11.02,7.07,11.54,1.9,49.77,15.54,32.91,4.3,50.06,293.83
11.46,6.35,13.28,1.89,52.24,16.23,38.07,4.1,63.88,277.3
11.53,6.6,11.43,1.95,49.83,15.2,33.4,4.3,47.28,265.82
11.66,6.63,12.81,1.89,51.47,15.57,38.5,4.5,52.06,285.51
11.72,7.08,12.02,2.12,52.02,16.1,33.26,4.2,47.64,272.48
12.02,6.66,11.31,2,51.14,15.5,35.15,4.3,50.71,258.47
11.35,6.27,10.64,1.9,49.69,15.91,35.23,4.7,54.19,275.48
11.73,6.77,13.55,1.97,52.87,15.74,38.71,4.24,59.88,304.19
11.35,7.19,12.41,1.89,50.57,15.11,30.83,4.2,45.95,278.65
11.21,6.49,12.41,2.02,51.06,15.61,39.25,3.88,50.35,286.1
10.99,6.91,11.92,1.86,49.17,15.93,34.9,4.24,46.91,284.37
11.31,7.18,11.2,2.05,53.17,14.63,29.27,4.8,41.45,296.16
11.24,6.95,10.64,1.85,49.78,15.09,33.01,4.1,52.09,275.52
11.9,6.55,13.35,1.85,51.72,16.16,39.61,4,61.65,271.16
11.51,6.76,12.22,1.85,52.2,15.99,44.24,4.3,52.99,288.02
11.36,6.72,12.57,2.01,49.45,15.1,30.86,4.32,44.35,291.98
11.73,6.94,10.29,1.96,50.46,15.53,30.81,4.5,47.98,260.56
11.19,6.58,12.16,1.89,51.33,15.51,38.09,4,51.34,275.27
11.37,6.82,12.54,1.86,52.84,15.46,37.07,4.8,44.96,287.22
11.81,6.7,12.61,1.91,52.64,15.92,37.41,4.4,58.11,282.57
11.81,6.62,13.58,1.92,53.79,15.2,41.86,4.4,53.19,299.73
11.58,6.74,13.37,1.9,51.63,16.14,39.18,4.32,55.25,297.13
11.4,6.78,12.09,1.86,51.78,14.78,34.15,4.8,45.03,292.8
10.98,6.75,12.83,1.85,49.36,15.37,36.53,3.8,49.7,291.19
11.41,6.44,10.84,1.86,49.6,15.24,32.12,4.3,51.53,261.19
11.12,6.97,12.62,2,51.59,15.7,34.09,3.75,62.85,316.11
11.67,6.84,15.16,1.99,54.3,16.9,47.53,4.1,51.12,306.39
11.58,6.51,12.66,1.83,50.85,15.19,37.12,4.3,55.54,290.14
11.05,6.43,12.82,1.86,50.12,16.16,36.68,3.8,60.31,286.78
10.96,6.74,10.72,1.97,50.95,15.93,39.25,4.05,45.26,279.39
11.67,6.77,12.8,1.96,53.81,15.57,39.06,4.2,56.55,295.33
11.27,6.56,12.51,1.81,50.28,15.78,36.9,3.9,50.38,263.48
11.22,6.94,10.86,1.89,49.98,15.6,36.57,3.5,55.3,272.96
11.73,6.95,10.69,2.06,52.29,15.31,35.58,4.1,52.26,284.73
11.32,6.41,13.18,1.81,51.24,15.47,41.32,4.05,48.73,279.44
11.59,6.95,12.36,1.95,51.05,15.54,39.33,4.4,52.77,326.13
11.5,6.57,12.56,1.93,51.62,15.89,40.14,4.1,52.06,286.28
11.37,6.77,12.5,1.92,50.86,15.02,28.11,4,60.67,296.91
11.17,6.81,13.39,2.01,50.88,15.28,40.29,4.1,46.98,339.76
10.87,6.7,12.56,1.96,49.07,16.33,36.18,3.8,39.42,273.84
11.23,6.89,10.23,2.01,50.66,15.52,35.42,4,46.71,279.07
10.84,6.72,10.09,1.89,49.99,15.75,33,4.5,49.16,290.3
11.24,6.82,11.06,1.97,49.6,15.53,35.23,3.86,45.85,277.64
11.36,7.12,10.26,2,49.9,15.62,31.79,3.8,47.3,268.1
11.31,6.85,12.74,1.83,51.53,15.43,38.61,4.3,51.15,306.12
11.22,7.05,12.72,1.87,49.45,15.48,27.95,4.1,46.25,280.56
11.67,6.93,13.31,1.86,51.8,16.03,36.87,4.13,52.9,284.08
11.36,6.35,13.82,1.92,50.85,15.38,38.28,4.13,47.31,297.69
11.51,7.22,11.32,1.89,49.96,15.48,30.72,3.84,49.13,268.36
11.54,6.7,13.75,1.84,50.81,15.28,35.58,3.9,46.96,274.81
11.25,6.9,11.56,1.84,50.38,15.47,33.6,3.8,53.53,275.75
11.07,6.57,13.33,1.81,50.88,15.61,36.42,4.03,47.4,281.84
11.42,6.59,12.42,1.74,51.5,16.21,38.95,3.95,58.72,269.09
11.84,6.53,12.42,1.88,51.6,15.54,35.85,4.4,50.33,273.65
11.53,6.9,12.34,1.9,52.41,16.08,38.58,4.55,45.32,288.86
11.34,6.57,12.59,1.87,49.76,15.78,35.01,4.2,52.42,294.91
11.39,7.11,12.19,1.92,51.18,15.1,36.18,3.5,52.26,291.82
10.98,6.89,11.76,1.94,48.77,15.14,24.86,4.1,38.86,272.89
11.37,6.79,12.76,1.89,50.59,15.78,33.35,4.4,47.16,292.76
11.34,6.92,12.17,1.9,51.41,15.49,35.84,4,51.24,293.08
11.29,6.46,12.74,2.08,51.13,15.24,36.44,3.9,49.52,311.31
11.48,6.8,12.67,1.92,51.99,15.28,33.7,4.2,49.12,289.01
11.7,6.59,11.73,1.93,50.9,14.92,37.3,3.8,50.42,277.65
11.43,6.62,12.86,1.94,51.49,15.6,34.24,4.1,51.92,289.97
11.52,6.76,11.54,1.93,52.95,15.17,40.98,4.3,44.94,290.55
10.77,7.08,13.26,1.93,50.43,15.38,35.33,4.2,38.55,326.19
11.15,6.76,12.97,1.8,51.28,15.25,35.88,4.3,46.81,298.48
11.69,6.19,13.82,1.78,55.55,15.44,46.97,4.4,62.3,311.92
11.49,6.52,11.9,1.8,51.07,15.41,34.8,4.2,53.84,275.03
11.64,6.83,13.82,1.85,53.82,15.94,40.53,4.3,54.27,304.03
11.75,6.2,13.82,1.92,52.91,15.8,38.34,3.7,67.45,293.35
11.64,6.3,11.35,1.92,52,15.42,35.97,4.65,48.56,279.54
11.32,6.64,12.12,1.74,50.8,15.36,36.39,4.2,48.3,275.5
11.35,6.73,11.71,1.85,51.42,14.81,32.34,4.2,53.81,295.4
11.12,6.77,11.16,1.92,51.45,16.56,35.83,4.15,51.08,279.93
11.56,6.93,12.52,1.87,52.91,16.18,36.84,4.2,56.3,291.5
11.96,6.65,10.56,1.96,50.73,15.22,34.09,4.45,48.19,278.25
11.69,6.75,12.67,1.98,52.45,15.83,33.44,4.3,57.78,306.35
10.88,6.95,11.39,1.86,51.36,15.4,34.17,4.4,48.89,315.31
11.03,7.03,12.57,1.88,51.97,14.93,35.69,3.9,47.16,309.61
11.73,6.4,13.06,1.89,53.15,15.94,40.4,4.2,57.58,293.39
11.23,6.63,12.53,1.78,51.15,15.16,39.83,3.3,62.67,298.8
11.62,6.74,11.94,1.95,51.95,16.28,38.18,4.4,43.04,277.26
11.2,6.88,10.39,1.94,51.64,15.62,29.61,4.3,46.11,269.61
11.41,6.83,12.67,1.92,52.34,16.11,34.65,4.53,49.66,302.22
11.78,6.87,12.02,1.75,51.02,16.39,44.98,4.85,49.06,315.51
11.57,6.24,12.3,1.98,49.36,15.79,35.89,4.3,38.58,274.96
11.84,6.2,11.53,1.92,52.19,15.09,37.94,4.37,58.01,297.42
11.59,6.46,11.5,1.89,51.62,15.57,36.5,3.8,59.31,278
10.85,7.84,16.36,2.12,48.36,14.05,48.72,5,70.52,280.01
10.44,7.96,15.23,2.06,49.19,14.13,50.11,4.9,69.71,281.65
10.74,7.45,15.89,2.15,48.81,13.9,48.73,5.2,64.48,289.03
10.5,7.81,15.93,2.09,46.81,13.97,51.65,4.6,55.54,278.11
10.89,7.47,15.73,2.15,48.97,14.56,48.34,4.4,58.46,265.42
10.62,7.74,14.48,1.97,47.97,14.01,43.73,4.9,55.39,278.05
10.71,7.44,14.52,1.94,47.84,14.98,41.95,5.4,61.94,279
10.98,7.27,15.37,2.01,48.74,15.4,49.24,5.2,54.69,264.28
10.91,7.14,15.31,2.12,49.4,14.95,45.62,4.7,63.45,269.54
11.19,6.9,15.24,2.04,48.88,14.85,49.44,5,56.35,255.18
10.98,7.35,15.21,2.03,49.59,14.2,46.03,5.2,53.43,283.28
10.97,7.19,14.65,2.03,48.73,14.25,44.72,4.8,57.76,264.35
10.69,7.48,14.8,2.12,49.13,14.17,44.75,4.4,55.27,276.31
11.03,7.56,16.07,1.94,49.07,14.44,41.58,4.6,66.38,276.18
10.97,7.19,13.73,1.98,47.92,14.43,41.39,5.1,59.49,268.94
10.89,6.97,15.8,2.03,48.82,13.85,41.87,5,61.07,296.81
10.98,7.49,14.01,1.94,49.76,14.25,42.43,5.1,56.32,273.56
10.68,7.63,13.06,2.05,47.8,14.44,39.68,4.91,54.63,288.35
10.95,7.31,15.1,2.06,50.79,14.21,44.6,5,53.45,287.63
11.05,7.37,13.67,2,48.58,15.35,40.04,4.9,64.14,264.1
10.9,7.3,14.77,1.88,50.3,14.34,44.41,5,60.89,278.82
11.14,6.99,14.91,1.94,49.41,14.37,44.83,4.6,64.55,267.09
10.64,7.48,15.17,1.99,50.8,14.23,47.76,4.31,63.1,300.15
11.09,7.09,15.48,2,50.28,14.3,49.59,4.8,61.63,302.31
10.65,7.6,14.55,1.91,50.1,14.63,40.77,4.8,55.1,266.86
10.65,7.19,12.86,1.91,47.87,14.53,41.16,4.7,61.9,266.31
10.86,7.61,14.5,1.94,49.91,14.4,42.82,4.8,55.08,276.4
10.48,7.15,13.68,1.97,48.54,14.15,44.75,4.9,50.93,285.86
11.36,6.98,15.33,2.07,50.38,14.93,45.69,4.8,61.1,272.56
10.92,7.12,13.44,1.89,47.79,13.97,40.67,5,55.96,269.09
11.02,7,15.56,1.95,49.53,14.15,50.94,4.3,57.1,277.71
10.96,7.37,15.01,1.88,49.91,14.37,44.39,4.8,59.37,279.18
10.68,7.5,14.97,1.94,49.12,15.01,40.35,4.6,59.26,275.71
10.89,7.07,13.88,1.94,49.11,14.77,42.47,4.7,60.88,263.31
10.96,7.41,13.4,1.96,49.81,14.82,45.68,4.51,60.01,270.41
11.03,7.4,14.19,1.9,48.6,14.33,40.83,4.4,62.53,273.44
10.74,7.19,14.61,1.91,48.68,14.19,39.15,4.1,62.17,264.51
11.04,7.21,14.69,1.96,50.45,14.38,39.89,5.01,61.56,289
11.2,7.3,11.19,2,50.38,14.35,41.07,5.1,60.02,265.51
10.69,7.47,13.26,2.03,49.58,14.39,42.97,4.4,57.06,285.46
11.14,6.61,15.69,2.03,51.04,14.88,41.9,4.8,65.82,277.94
11.38,7.12,13.92,1.88,49.63,15.07,45.67,4.7,62.9,261.5
11.05,7.52,13.92,1.89,49.38,15.02,42.82,4.5,68.54,293.46
11.22,7.42,14.02,2,49.69,15.41,44.94,4.7,57.7,281.1
10.71,7.04,14.25,1.94,48.17,15.16,46.66,4.5,57.06,291.19
11.01,7.38,13.66,1.98,48.45,14.36,44.86,4.6,54.62,301.67
11.3,7.46,13.86,2.02,52.55,14.73,43.44,4.95,59.41,289.35
11.11,7.09,14.02,1.98,50.37,14.71,43.16,4.85,60.9,292.08
11.2,7.43,14.99,1.88,49.31,14.89,42.3,4.7,59.24,287.43
11.27,7.18,15.56,1.94,50.67,15.37,50.27,4.6,55.56,285.16
11.33,7.22,14.84,1.9,51.23,14.5,50.07,4.7,55.2,288.22
10.99,6.86,13.67,1.86,49.56,14.67,42.82,5.15,56.22,279.74
11.31,7.21,15.79,1.96,51.39,14.51,43.89,4.8,58.66,300.05
10.81,7.27,14.65,1.79,48.63,15.35,44.8,4.55,55.47,273.42
11.21,7.32,12.68,1.88,49.22,14.79,39.2,4.8,60.82,267.14
11.47,6.84,14.13,2,50.04,14.86,43.1,4.7,58.62,266.81
11.3,7.37,14.32,2.06,48.93,14.85,39.67,4.4,48.26,264.32
11.28,7.18,13.92,2.01,51.71,15.47,47.64,4.9,56.16,282.27
10.87,7.39,11.89,2.19,49.2,15.06,36.62,4.3,56.36,274.69
11.03,7.37,13.29,2.07,50.33,15.09,41.52,4.5,51.19,268.46
11.22,7.2,14.9,1.96,51.76,14.92,46.14,4.65,58.19,286.6
11.02,6.98,13.78,2.03,49.85,14.16,34.88,4.5,60.24,278.97
11.06,7.39,13.28,1.89,50.86,14.98,46.34,4.55,59.46,282.76
11,7.09,13.83,1.85,48.91,15,42.72,4.7,56.82,276.8
10.91,7.1,13.6,1.8,48.84,15.01,42.65,4.2,65.94,270.22
11.07,6.77,14.06,2.07,51.52,14.6,38.79,5.2,51.02,282.75
10.98,7.07,12.44,1.94,48.35,14.63,38.2,4.6,57.66,271.63
10.88,7.22,13.96,1.93,49.55,15.01,38.66,4.81,56.45,287.88
11.06,6.99,14.43,2.05,49.19,14.92,38.49,4.5,53.85,278.65
11.01,7.06,12.95,2.02,51.36,14.53,40.77,4.81,56.4,285.92
11.18,6.72,13.59,2.04,50.44,15.04,45.99,4.1,63.05,275.36
11.8,7.21,15.05,2,51.2,15.17,43.06,4.4,58.49,267.13
11.32,7.34,13.71,1.86,51.06,15.2,41.25,5.1,59.88,287.36
10.92,7.34,13.61,1.87,50.81,15.15,39.81,5.01,55.42,286.35
11.58,7.4,14.23,1.94,52.57,14.86,41.88,4.8,60.02,282.89
11.38,6.75,16.02,1.77,50.67,14.76,52.34,4.5,57.95,291.1
11.54,7.31,14.85,2.04,50.47,15.38,43.92,4.5,56.72,295.14
11.34,7.33,13.41,2.01,51.49,15.05,41.34,4.8,54.65,284.13
10.78,7.2,12.91,1.87,48.31,15.19,35.16,5.1,45.46,268.34
11.48,7.18,14.02,2,52.97,14.78,43.18,4.6,55.95,273.42
10.9,6.72,13.12,1.97,50.17,14.9,43.66,4.8,54.1,287.13
